GlobalEventID,date,Year,IsRootEvent,EventCode,EventBaseCode,EventRootCode,QuadClass,GoldsteinScale,NumMentions,NumSources,NumArticles,AvgTone,Actor1Geo_CountryCode,Actor2Geo_CountryCode,ActionGeo_Type,ActionGeo_Fullname,ActionGeo_CountryCode,ActionGeo_ADM1Code,ActionGeo_Lat,ActionGeo_Long,ActionGeo_FeatureID,DATEADDED,SOURCEURL,domain,target,title,text,description
298568277,20140524,2014,0,12,12,1,1,-0.4,60,14,60,0.465489630150715,US,,2,"California, United States",US,USCA,36.17,-119.746,CA,20140524,http://www.mercurynews.com/rss/ci_25830096,www.mercurynews.com,mercurynews,5 things to know about shooting near UC Santa Barbara,"A shooter went on a rampage Friday night near the University of California, Santa Barbara that left seven people dead, including the attacker, and seven others wounded, authorities said Saturday. Here are five things to know about the attack:

Gunfire began pouring out of a black BMW around 9:30 p.m. Friday in the tiny community of Isla Vista, next to the university. By the end of the night, seven people were killed in all, including the gunman. Witnesses reported hearing a barrage of gunfire, and one told a TV station that the gunman flashed his weapon at her moments before she felt bullets whizzing by her head. The shooter was involved in two gunbattles with police before he crashed his car. He was found dead with a gunshot wound to the head. It’s unclear if he committed suicide or was killed by police.

WHO WAS THE SHOOTER?

The family of Elliot Rodger, 22, believes he was the man who went on the shooting rampage, Alan Shifman, an attorney for Rodger’s father, Peter, said Saturday. “The Rodger family offers their deepest compassion and sympathy to the families involved in this terrible tragedy. We are experiencing the most inconceivable pain, and our hearts go out to everybody involved,” Shifman said. Peter Rodger was an assistant director on “The Hunger Games.”

Law-enforcement officers have not identified Rodger as the suspect, however.

WHAT ABOUT THE YOUTUBE VIDEO?

There remain many unanswered questions about a seven-minute-long YouTube video in which a man outlines his plans for violent revenge because of repeated rejection from women. Police are analyzing the video as part of their investigation, but the identity of the person who made it couldn’t be independently confirmed. In it, the man sits in the driver’s seat of a car and threatens to kill sorority girls and people on the streets of Isla Vista. He said college has been a “torturous” experience for him and said at the age of 22 he had never kissed a girl and was a virgin. Shifman said the family called police several weeks ago after they were alarmed by YouTube videos about suicide and murders. It’s unclear whether the videos are related.

WHO WAS KILLED AND INJURED?

Authorities have not identified those who were killed. In a statement, the University of California, Santa Barbara said it’s “shocked and saddened” by the shootings. The university said several students were shot and taken to the hospital.

The Santa Barbara County Sheriff’s Office is leading the investigation. “It’s obviously the work of a madman,” Sheriff Bill Brown said.",5 things to know about shooting near UC Santa Barbara
298568360,20140524,2014,1,20,20,2,1,3.0,8,1,8,0.0,US,,2,"California, United States",US,USCA,36.17,-119.746,CA,20140524,http://www.radionz.co.nz/news/world/245326/seven-dead-in-santa-barbara-shootings,www.rnz.co.nz,rnz,Seven dead in Santa Barbara shootings,"United States police say a drive-by shooting in the Californian city of Santa Barbara has left seven people dead.

The shootings took place near a student campus belonging to the University of California-Santa Barbara, the BBC reports.

The suspected gunman is among the dead.

University officials and the police issued alerts calling on people in the area to stay indoors.",United States police say a drive-by shooting in the Californian city of Santa Barbara has left seven people dead.
298569699,20140524,2014,1,10,10,1,1,0.0,10,1,10,0.460829493087558,US,US,2,"California, United States",US,USCA,36.17,-119.746,CA,20140524,http://losangeles.cbslocal.com/2014/05/23/police-hunt-suspect-wanted-for-abducting-2-children/,www.cbsnews.com,cbsnews,Police Hunt Suspect Wanted For Abducting His 2 Children,"POMONA (CBSLA.com) — An Amber Alert was issued out of Pomona Friday evening.

Authorities believe a man, possibly armed and dangerous, abducted his two children.

Police said the man, identified as 43-year-old Pete Valencia Adame abducted the two children around 7 p.m. in Pomona.

They said he took off with two females, 4-year-old Aurora Akira Adame and 2-year-old Valarie Persaea Adame.

Police said the suspect abducted his former girlfriend and his two biological children at gunpoint. They said he assaulted her and released her before taking off with the children.

When last seen Aurora, who is approximately 2.5 feet tall, 35 pounds with brown hair and brown eyes, was wearing a pink shirt with a heart and cheetah print spandex pants.

Valarie, about 2 feet tall and 30 pounds, also has brown hair and brown eyes. She was last seen in a white shirt with flowers on the shoulders and black pants.

The suspect is 5 feet 11 inches tall and about 180 pounds. He was last seen wearing a white undershirt and blue pants with a light blue stripe.

Officials believe Adame is driving a 2014 gray Jeep Patriot with California license plate # 7CJF267.

If you've seen the suspect and the children or the vehicle, you're asked to call 911 immediately.","Police said the man, identified as 43-year-old Pete Valencia Adame, abducted the two children around 7 p.m. in Pomona."
298570084,20140524,2014,0,40,40,4,1,1.0,6,1,6,0.578034682080925,US,US,2,"California, United States",US,USCA,36.17,-119.746,CA,20140524,http://www.examiner.com/article/hunger-games-assistant-director-s-son-drive-by-shooting-elliot-rodger-kills-6,www.examiner.com,examiner,StockExaminer - AI-Powered Stock Chatbot,"Welcome to the StockExaminer© developed by Examiner.com!

AI chatbot that uses function calling to render relevant TradingView stock market widgets. Built using TradingView Widgets and powered by Llama3-70b from Meta Inc.","Discover Stock Examiner, the AI-powered chatbot delivering instant, interactive stock charts, real-time financials, breaking news, stock screeners, and more—all in one seamless experience."
298570443,20140524,2014,1,90,90,9,2,-2.0,22,1,22,0.320781162837576,US,US,2,"California, United States",US,USCA,36.17,-119.746,CA,20140524,http://www.cnn.com/2014/05/24/us/gallery/isla-vista-shooting/index.html?utm_source=feedburner&utm_medium=feed&utm_campaign=Feed%3A+rss%2Fcnn_topstories+%28RSS%3A+Top+Stories%29,www.cnn.com,cnn,Deadly rampage in California college town,"Jose Cardoso pays his respects Sunday, May 25, at a makeshift memorial at the IV Deli Mart, where part of a mass shooting took place, in Isla Vista, California. Elliot Rodger, 22, went on a rampage Friday night, May 23, near the University of California, Santa Barbara, stabbing three people to death at his apartment before shooting and killing three more in a nearby neighborhood, sheriff's officials said. Rodger also injured 13 others and died of an apparent self-inflicted gunshot wound, authorities said.



IV Deli Mart owner Michael Hassan, second from left, cleans up his store with employees May 24 as onlookers gather outside one of the shooting scenes. Student Christopher Martinez, 20, was getting a sandwich at the deli when he was fatally shot.

A police officer inspects the gunman's car on May 24 after the killing spree in Isla Vista. The suspect, described as mentally disturbed and possibly bent on retribution, sprayed bullets from his car in a rampage called ""premeditated mass murder,"" Santa Barbara County sheriff's deputies said.

Richard Martinez, father of victim Christopher Martinez, breaks down as he talks to media outside the Santa Barbara County Sheriff's Office. ""Our family has a message for every parent out there: You don't think it will happen to your child until it does,"" the visibly emotional parent said.

Two women comfort each other Saturday near the scene of a shooting. Seven people also were being treated in a hospital for gunshot wounds or traumatic injuries, a sheriff's office spokeswoman said.

A Santa Barbara County deputy sheriff checks out the black BMW sedan driven by the suspected shooter. The gunman died from a gunshot wound after his car crashed, police said. It was unclear whether the fatal head wound was self-inflicted or the result of a firefight with police.

The car of the alleged shooter at the crime scene Saturday. Isla Vista is the residential quarter for students mostly enrolled in UCSB and some in Santa Barbara City College. The community sits on beachfront bluffs just west of UCSB.",
298571598,20140524,2014,1,173,173,17,4,-5.0,3,1,3,0.972447325769854,US,US,2,"California, United States",US,USCA,36.17,-119.746,CA,20140524,http://news.yahoo.com/farmers-death-still-mystery-convict-walks-free-153317051.html,news.yahoo.com,news,"Yahoo News: Latest and Breaking News, Headlines, Live Updates, and More",,The latest news and headlines from Yahoo News. Get breaking news stories and in-depth coverage with videos and photos.
298573698,20140524,2014,1,141,141,14,3,-6.5,2,1,2,0.578034682080925,US,US,2,"California, United States",US,USCA,36.17,-119.746,CA,20140524,http://www.examiner.com/article/hunger-games-assistant-director-s-son-drive-by-shooting-elliot-rodger-kills-6,www.examiner.com,examiner,StockExaminer - AI-Powered Stock Chatbot,"Welcome to the StockExaminer© developed by Examiner.com!

AI chatbot that uses function calling to render relevant TradingView stock market widgets. Built using TradingView Widgets and powered by Llama3-70b from Meta Inc.","Discover Stock Examiner, the AI-powered chatbot delivering instant, interactive stock charts, real-time financials, breaking news, stock screeners, and more—all in one seamless experience."
298576196,20140524,2014,0,193,193,19,4,-10.0,4,1,4,0.0,US,US,2,"California, United States",US,USCA,36.17,-119.746,CA,20140524,http://www.dw.de/several-killed-in-california-drive-by-shooting/a-17660048,www.dw.com,dw,California shooting – DW – 05/24/2014,"Several people have been killed in a drive-by shooting in California. It's reported the gunman was found dead after crashing his car in a beachside college town following the incident.

A lone gunman sprayed bullets from a car in a drive-by shooting late Friday which killed at least six people in southern California.

Seven people were also wounded in what the authorities described as a ""premeditated atrocity"" in the town of Isla Vista near the campus of the University of California at Santa Barbara.

""This incident appears to be a mass murder situation,"" Santa Barbara County Sheriff Bill Brown told a televised news conference. ""We currently have seven people confirmed dead, that includes the suspect and six victims.""

The sheriff also said deputies twice exchanged fire with the gunman before his vehicle crashed and he was found dead inside from a gunshot wound to the head.

""We have obtained and are currently analyzing both written and videotaped evidence that suggests this atrocity was a premeditated mass murder,"" Brown said, describing the shooting as ""obviously the work of a madman.""

Witnesses described seeing a black BMW car speeding through the streets spraying bullets at people and other targets in the college town.

One witness, Xavier Mozejewski, told a California-based television station that the incident was like an ""old Western shoot-out.""

College student Brad Martin also told a student newspaper that his girlfriend was ""absolutely hysterical"" after being approached by the gunman, who was holding a weapon she wasn't sure was real at first.

""She said the next second he raised it up to her face... and she turned around and started running. That's when she heard ""bang, bang, bang"" right behind her as she was running,"" he told the Daily Nexus.

It is unclear as to whether the suspected gunman was killed in a police shoot-out or died from a self-inflicted wound.

It's believed that the suspect, who hasn't been identified, carried out the mass shooting alone.",Several people have been killed in a drive-by shooting in California. It's reported the gunman was found dead after crashing his car in a beachside college town following the incident.
298576197,20140524,2014,0,193,193,19,4,-10.0,6,1,6,0.0,US,US,2,"California, United States",US,USCA,36.17,-119.746,CA,20140524,http://www.dw.de/several-killed-in-california-drive-by-shooting/a-17660048,www.dw.com,dw,California shooting – DW – 05/24/2014,"Several people have been killed in a drive-by shooting in California. It's reported the gunman was found dead after crashing his car in a beachside college town following the incident.

A lone gunman sprayed bullets from a car in a drive-by shooting late Friday which killed at least six people in southern California.

Seven people were also wounded in what the authorities described as a ""premeditated atrocity"" in the town of Isla Vista near the campus of the University of California at Santa Barbara.

""This incident appears to be a mass murder situation,"" Santa Barbara County Sheriff Bill Brown told a televised news conference. ""We currently have seven people confirmed dead, that includes the suspect and six victims.""

The sheriff also said deputies twice exchanged fire with the gunman before his vehicle crashed and he was found dead inside from a gunshot wound to the head.

""We have obtained and are currently analyzing both written and videotaped evidence that suggests this atrocity was a premeditated mass murder,"" Brown said, describing the shooting as ""obviously the work of a madman.""

Witnesses described seeing a black BMW car speeding through the streets spraying bullets at people and other targets in the college town.

One witness, Xavier Mozejewski, told a California-based television station that the incident was like an ""old Western shoot-out.""

College student Brad Martin also told a student newspaper that his girlfriend was ""absolutely hysterical"" after being approached by the gunman, who was holding a weapon she wasn't sure was real at first.

""She said the next second he raised it up to her face... and she turned around and started running. That's when she heard ""bang, bang, bang"" right behind her as she was running,"" he told the Daily Nexus.

It is unclear as to whether the suspected gunman was killed in a police shoot-out or died from a self-inflicted wound.

It's believed that the suspect, who hasn't been identified, carried out the mass shooting alone.",Several people have been killed in a drive-by shooting in California. It's reported the gunman was found dead after crashing his car in a beachside college town following the incident.
298576575,20140524,2014,1,190,190,19,4,-10.0,2,1,2,0.0,US,US,2,"California, United States",US,USCA,36.17,-119.746,CA,20140524,http://www.spa.gov.sa/english/details.php?id=1236018,spa.gov.sa,spa,وكالة الأنباء السعودية,,وكالة الأنباء السعودية
298576596,20140524,2014,0,193,193,19,4,-10.0,2,1,2,0.705218617771509,US,US,2,"California, United States",US,USCA,36.17,-119.746,CA,20140524,http://www.mprnews.org/story/2014/05/24/shooting-rampage-near-uc-santa-barbara-leaves-7-dead?refid=0/RK=0,www.mprnews.org,mprnews,Shooting rampage near UC Santa Barbara leaves 7 dead,Thanks for liking this story! We have added it to a list of your favorite stories.,"A suspect, authorities say, was driving a black BMW when he opened fire Friday night in a busy commercial strip just outside the UC Santa Barbara campus. During an early-morning news conference, Santa Barbara County Sheriff Bill Brown said the shooting left 7 dead -- including the suspect -- and 7 others in the hospital."
298576723,20140524,2014,1,173,173,17,4,-5.0,2,1,2,0.869565217391304,US,US,2,"California, United States",US,USCA,36.17,-119.746,CA,20140524,http://www.timesofmalta.com/articles/view/20140524/world/three-killed-in-drive-by-shootings.520351,www.timesofmalta.com,timesofmalta,Updated: Seven killed in drive-by shootings,"Seven people have been killed and seven others injured in drive-by shootings in a student enclave next to the University of California in Santa Barbara, authorities said today.

Santa Barbara County Sheriff Bill Brown said the dead in the rampage in the Isla Vista neighbourhood included the suspected attacker, who was driving a black BMW.

Earlier, he said the suspect exchanged gunfire with deputies before crashing into a parked car. He did not know if the suspect was shot by deputies, or if his wound was self-inflicted.

Mr Brown said the shootings took place at several sites in the town, resulting in nine crime scenes, and the circumstances are under investigation.

Isla Vista is known for parties, including an annual spring bash which turned into a violent blowout last month as young people clashed with police and threw rocks and bottles. A university police officer and four deputies were injured and 130 people were arrested.","Seven people have been killed and seven others injured in drive-by shootings in a student enclave next to the University of California in Santa Barbara, authorities said today.
Santa Barbara County Sheriff Bill Brown said the dead in the rampage in the..."
