text,predicted_class,class_ratio
"(CNN) — The driver of a rental truck drove down a busy bicycle path in New York near the World Trade Center, killing eight people and injuring about a dozen others in what officials said was an “act of terror.”

After crashing the truck into a school bus, the suspect exited the vehicle while displaying imitation firearms and was shot in the abdomen by police, according to the NYPD.

The suspect, a 29-year-old man, is in police custody and was taken to a hospital for treatment, officials said.

The incident is being investigated as terrorism, officials said. Witnesses reported the suspect was yelling “Allahu Akbar,” according to four law enforcement sources. The FBI’s Joint Terrorism Task Force is taking over the lead of the investigation.

The statements made by the driver moments after leaving the truck and the method of the attack were consistent with other terrorist attacks, New York City Police Commissioner James P. O’Neill said. Vehicles have been used as weapons in a number of terrorist attacks in recent years, including in deadly incidents in Nice, France, and London.

“This was an act of terror, and a particularly cowardly act of terror,” New York Mayor Bill de Blasio said, “aimed at innocent civilians, aimed at people going about their lives who had no idea what was about to hit them.”

The suspect, driving in a Home Depot rental truck, hopped a curb at West Houston Street and drove south on the bike path on the west side of West Side Highway in Lower Manhattan for several blocks, officials said. A pellet gun and a paintball gun were recovered from the scene, officials said.

Just after the incident, news footage showed several mangled bicycles on the popular bike path as medics tended to the wounded in the background.

Six people were declared dead at the scene and two were pronounced dead at the hospital. 11 others were transported to the hospital with serious but non-life-threatening injuries, according to New York Fire Commissioner Daniel Nigro.

No other suspects are being sought, the NYPD said.

A spokesman for Home Depot confirmed one of the company’s rental trucks was part of an incident in lower Manhattan and said the company is “cooperating with authorities” in the investigation.

President Donald Trump tweeted that the incident “looks like another attack by a very sick and deranged person.”

News footage showed crowds of spectators — some capturing the scene with cellphone cameras — gathered behind police lines. A white Home Depot truck with the front end smashed was also visible.

Eugene Duffy said he had just left work at Pier 26 and was waiting on the light to cross West Street when he heard a scream. He thought it might have been a Halloween prank but he said the scream was bloodcurdling.

“I look down and I see a white pickup truck a couple of more blocks down in the bike path,” he said. “Automatically, I know something’s wrong. Then, as I go down more toward where the girl is screaming, I see two gentlemen laying there and they have tire tracks marked across their bodies. You could tell they both weren’t here.”

He continued to walk closer to the scene. Gunshots rang out. He saw cops ducking for cover. A yellow school bus was smashed nearby. Cops descended on the area.

“I thought automatically, this area, I thought it was terrorism,” he said.

Michael Corbin, the assistant real estate manager for District Council 37, the city’s largest public employees union, was standing outside the union’s lower Manhattan offices attending to a woman who slipped and fell on the sidewalk.

“The first responder to the event was a counterterrorism officer,” he said. “We were attending to the victim, getting her onto a stretcher and, at that moment, we heard gunshots. I recalled hearing five gunshots in quick succession and immediately the officer … left to investigate the situation from the direction we heard the noise coming from.”

Another witness, Ramon Cruz, described what he saw.

“What I saw was that the driver — he didn’t look like he was bleeding,” said Cruz. “He was dragging his foot. He looks frustrated, panicked, confused. People are running past me, saying, ‘He’s got a gun. He’s got a gun.’ I didn’t see any gun.

“It was a white pickup truck. He looked pretty bad without bleeding or anything like that. I didn’t see him hit anybody. All I heard was the impact of a crash.”

Tuesday afternoon on Twitter, a user posted an image of a person lying on the ground near the scene of an incident near West & Chambers Streets in Manhattan.","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",{0: 1.0}
"LAKE OSWEGO, Ore., Oct. 31, 2017 /PRNewswire/ -- The Greenbrier Companies, Inc. (NYSE:GBX) will be presenting on Tuesday, November 7, 2017, at the Stephens Fall Investment Conference to be held in New York, NY.

The presentation will be webcast live, beginning at 4:00 pm EST, on Tuesday, November 7, 2017. Listeners can access the webcast at the Greenbrier website at www.gbrx.com. To register for or access the webcast, click on the announcement shown on the home page of the Greenbrier website. The webcast will be archived for 90 days.

Greenbrier­­, headquartered in Lake Oswego, Oregon, is a leading international supplier of equipment and services to global freight transportation markets. Greenbrier designs, builds and markets freight railcars and marine barges in North America. Greenbrier Europe is an end-to-end freight railcar manufacturing, engineering and repair business with operations in Poland and Romania that serves customers across Europe and in the nations of the GCC. Greenbrier builds freight railcars and rail castings in Brazil through two separate strategic partnerships. We are a leading provider of wheel services, parts, railcar management & regulatory compliance services and leasing services to railroads and related transportation industries in North America. Greenbrier offers freight railcar repair, refurbishment and retrofitting services in North America through a joint venture partnership with Watco Companies, LLC. Through other unconsolidated joint ventures, we produce industrial and rail castings, tank heads and other components. Greenbrier owns a lease fleet of over 8,300 railcars and performs management services for 355,000 railcars. Learn more about Greenbrier at www.gbrx.com.","[0, 0, 0]",{0: 1.0}
"Flipping through old photos is nostalgic for Sara Rodland. “It was a wonderful time. I loved teaching at Olmsted. It was a great school,” she said.

Rodland spent more than 30 years in the Buffalo Public School system before she retired in 2010.

Rodland's part of Tier One in the N.Y.S retirement system. It's basically the best spot to have in all six Tiers. Rodland's one of thousands of public employees across New York State who worry what a Constitutional Convention (ConCon) could mean for their pensions.

The Convention comes up for a vote every 20 years. Unlike typical Constitutional amendments, it would not be handled by elected officials. If approved by voters, it would require separate representatives (also elected by voters) to hash out changes to the state’s Constitution in 2019. Any amendments would ultimately need approval from voters. For Rodland, she’s concerned a Convention could cut funding to public schools. “It could make public schools not as viable, or they will have less resources for students.”

Rodland also believes a ConCon isn't cost prohibitive. “To spend a huge amount of money, when you could do it for free because lawmakers are working and being paid seems kind of ridiculous.”

University at Buffalo Law Professor Jim Gardner disagrees. He said our lawmakers are part of the problem with how NY does business. “A Convention is a very good idea because the Legislature is not going to take care of the problems,” he said. “More legislators have been indicted than defeated. These are faults that cry out for reform.”

Further, Gardner said public pensions are virtually untouchable because they're protected under the U.S. Constitution's contract clause.

Still, the idea isn't sitting well with many across Western New York. From “vote no” magnets, to lawn signs, opponents are on a campaign crusade. Ultimately, the decision is in your hands. Make sure you flip over your ballot when casting your vote on Tuesday, November 7th.","[0, 0, 0, 0, 0, 0, 0, 0]",{0: 1.0}
"Flipping through old photos is nostalgic for Sara Rodland. “It was a wonderful time. I loved teaching at Olmsted. It was a great school,” she said.

Rodland spent more than 30 years in the Buffalo Public School system before she retired in 2010.

Rodland's part of Tier One in the N.Y.S retirement system. It's basically the best spot to have in all six Tiers. Rodland's one of thousands of public employees across New York State who worry what a Constitutional Convention (ConCon) could mean for their pensions.

The Convention comes up for a vote every 20 years. Unlike typical Constitutional amendments, it would not be handled by elected officials. If approved by voters, it would require separate representatives (also elected by voters) to hash out changes to the state’s Constitution in 2019. Any amendments would ultimately need approval from voters. For Rodland, she’s concerned a Convention could cut funding to public schools. “It could make public schools not as viable, or they will have less resources for students.”

Rodland also believes a ConCon isn't cost prohibitive. “To spend a huge amount of money, when you could do it for free because lawmakers are working and being paid seems kind of ridiculous.”

University at Buffalo Law Professor Jim Gardner disagrees. He said our lawmakers are part of the problem with how NY does business. “A Convention is a very good idea because the Legislature is not going to take care of the problems,” he said. “More legislators have been indicted than defeated. These are faults that cry out for reform.”

Further, Gardner said public pensions are virtually untouchable because they're protected under the U.S. Constitution's contract clause.

Still, the idea isn't sitting well with many across Western New York. From “vote no” magnets, to lawn signs, opponents are on a campaign crusade. Ultimately, the decision is in your hands. Make sure you flip over your ballot when casting your vote on Tuesday, November 7th.","[0, 0, 0, 0, 0, 0, 0, 0]",{0: 1.0}
"New York Mayor Bill de Blasio has revealed the death toll from the suspected terror attack in Lower Manhattan has reached eight.

Speaking at a press conference where officials confirmed they were treating the attack as “cowardly terrorist attack”, Mr Blasio said a number of other people had been injured.

“Let me be clear, this was an act of terrorism, a particularly cowardly act of terrorism aimed at innocent civilians,” he said, speaking on a evening when the city was preparing to celebrate Halloween.

Officials said the suspect, a 29-year-old man, who police declined to identify at this stage, had entered the bicycle lane at 3.05pm in a rental truck belonging to the Home Depot chain, striking cyclists and pedestrians. At Chambers Street, the driver struck a school bus, injuring two adults and children.

At that point, the suspect emerged from the truck carrying what appeared to be two handguns - a paintball gun and pellet gun. As he did so, he shouted “Allahu Akbar”. Officials said the suspect was shot in the abdomen and taken away by police.

New York Police Commissioner James O’Neill said that the statement from from the suspect when he exited the truck was “consistent” with a terrorist attack. Officials said the suspect was not from New York but would not provide information about where he came from - either from in the US or overseas.

The Associated Press said that witnesses described a scene of panic and blood, with people screaming in fear and the path strewn with bodies and mangled bicycles.

Tom Gay, a school photographer, was on Warren Street and heard people saying there was an accident. He told the news agency, he went down to West Street and a woman came around the corner shouting, “He has a gun! He has a gun!’

Mr Gay said he stuck his head around the corner and saw a slender man in a blue track suit running southbound on West Street holding a gun. He said there was a heavyset man pursuing him.

He said he heard five or six shots and the man in the tracksuit fell to the ground, gun still raised in the air. He said a man came over and kicked the gun out of his hand.","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",{0: 1.0}
"New York Mayor Bill de Blasio has revealed the death toll from the suspected terror attack in Lower Manhattan has reached eight.

Speaking at a press conference where officials confirmed they were treating the attack as “cowardly terrorist attack”, Mr Blasio said a number of other people had been injured.

“Let me be clear, this was an act of terrorism, a particularly cowardly act of terrorism aimed at innocent civilians,” he said, speaking on a evening when the city was preparing to celebrate Halloween.

Officials said the suspect, a 29-year-old man, who police declined to identify at this stage, had entered the bicycle lane at 3.05pm in a rental truck belonging to the Home Depot chain, striking cyclists and pedestrians. At Chambers Street, the driver struck a school bus, injuring two adults and children.

At that point, the suspect emerged from the truck carrying what appeared to be two handguns - a paintball gun and pellet gun. As he did so, he shouted “Allahu Akbar”. Officials said the suspect was shot in the abdomen and taken away by police.

New York Police Commissioner James O’Neill said that the statement from from the suspect when he exited the truck was “consistent” with a terrorist attack. Officials said the suspect was not from New York but would not provide information about where he came from - either from in the US or overseas.

The Associated Press said that witnesses described a scene of panic and blood, with people screaming in fear and the path strewn with bodies and mangled bicycles.

Tom Gay, a school photographer, was on Warren Street and heard people saying there was an accident. He told the news agency, he went down to West Street and a woman came around the corner shouting, “He has a gun! He has a gun!’

Mr Gay said he stuck his head around the corner and saw a slender man in a blue track suit running southbound on West Street holding a gun. He said there was a heavyset man pursuing him.

He said he heard five or six shots and the man in the tracksuit fell to the ground, gun still raised in the air. He said a man came over and kicked the gun out of his hand.","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",{0: 1.0}
"Don't miss out on the headlines from World. Followed categories will be added to My News.

Sayfullo Saipov, 29, had notes written in Arabic inside his rented ute along with either an Islamic State flag or a smaller picture of a flag, law enforcement sources told The New York Post.

The handwritten notes indicated that he had pledged allegiance to the terror group, the sources said.

Saipov was shot and taken into custody by police, after he injured at least 15 people near the site of the World Trade Centre attacks, at 3.15pm Tuesday afternoon local time.

Saipov emerged from the ute with fake guns in both hands and ran toward a crowd of children before he was gunned down by police.

He was heard to scream “Allahu Akhbar” as he leapt out of the ute.

Saipov reportedly arrived in the US from Uzbekistan in 2010, and had a green card that allowed him to live there permanently.

A shocked friend told the Post he was normally “very friendly” and had worked as an Uber driver. He was unware he had any links to terrorism or had been radicalised.

Kobiljon Matkarov, 37, met Saipov in Florida soon after Saipov arrived in the country.

“He is very good guy, he is very friendly… he is like little brother… he look at me like big brother,” Mr Matkarov said.

He believed his friend had been recently living in New Jersey, which is where the Home Depot ute had been rented from.

“My kids like him too, he is always playing with them. He is playing all the time,” Matkarov said.

He last saw him in June when Saipov dropped his family at the airport — the only thing odd about that encounter was when he refused to be photographed.

“He no like that. He said no,” Matkarov said.

Two children travelling on a school bus were among the injured as well as two staff members, after the truck rammed into the side of the vehicle.

Five of the people killed were Argentine tourists who travelled to New York for a 30-year high school reunion celebration. They had rented bicycles and were cycling in downtown Manhattan when they were hit.

The Argentinian victims have been named as Hernán Mendoza, Diego Angelini, Alejandro Pagnucco, Ariel Erlij and Hernán Ferruchi. Martín Ludovico Marro, a sixth member of the group, was wounded.

Belgian officials have said one of the dead and three of those injured were from Belgium.

Didier Reynders, Deputy Prime Minister and Foreign Affairs Minister for Belgium, said the Belgian victim was “a woman from Roulers in western Flanders who was on a city trip with her sister and her mother.”

The three other Belgians were in “the operating room” undergoing surgery, according to The New York Post.

US President Donald Trump said it appeared to be the work of “a very sick and deranged person”.

New York Mayor Bill de Blasio told a media conference the attack was a “cowardly act of terror aimed at innocent people ... who had no idea what was about to hit them”.

Governor Andrew Cuomo called it a “lone wolf” attack. He said there was no evidence to suggest it was part of a wider plot.

Six men were pronounced dead at the scene while two other people were taken to hospital and died there.

“We also transported 11 people, all with serious but at this moment not life-threatening injuries. The injuries are what you might expect when a truck at high speed went down that bicycle path and struck cyclists and pedestrians. There may be more injuries and we will determine that later,” New York City Fire Commissioner Daniel Nigro said.

The man hit a school bus that was carrying two adults and two children, before he drove onto the bike path. Dramatic images showed mangled bikes left strewn across the pavement, while two bodies could be seen lying under a tarp.

The attack came just hours before New York’s annual Halloween parade, which attracts thousands to the West Village, a few blocks north of Lower Manhattan.

It’s believed the people killed were run over by the truck, rather than being shot. Police told local media the guns the motorist was carrying were fake — a paint gun and a pellet gun.

Elizabeth Chernobelsky, 17, a 12th grade student at Stuyvesant High School, said the school went into lockdown for three hours after the attack.

The teenager saw the bomb squad rush in and bodies being taken away from the scene in body bags.

“It was very shocking, like out of the movies,” she told news.com.au.

“What sticks in my mind is that it was taking a really long time.

“There were hundreds of police staff members and they were just circling around the bodies.”

Student Tawhid Kabir, 20, told news.com.au from near the scene: “I came out and saw a cop. I thought it was an accident so I went to see what happened.”

He said he saw a man with “two guns”.

“He was running in the middle of the street ... there was another guy not in a cop uniform who was also chasing him.”

The students all dropped to the ground when shots, now thought to have been fired by police, rang out. When I heard the gunshots I was so scared.”

Local worker Eugene Duffy described to news.com.au the anguished screams he heard as the attack unfolded.

“I heard a woman. It was a different kind of yelling, a different kind of screaming. A very scary scream.”

He turned and saw the attacker’s ute.

“I immediately think something bad is happening ... I [saw] the truck drive into another car.”

He didn’t see the man — but saw panicked people running every direction they could to get to safety.

Mr Duffy said it was lucky that it happened on the West Side Highway on a weekday, not on a weekend.

“There’s always joggers, people walking their dogs and riding bikes.”

“I feel very bad for that girl. She must have seen it all,” she said.

Simranjeet Kalra, 21, of Long Island, said she saw two dead cyclists who had been riding City Bikes.

“What happened was there was a car crash … he came out of one of the cars. He had two guns. He was running around Chambers and somebody started to chase him,” another Stuyvesant student Laith Bahlouli, 14, said.

“I heard four to six gunshots — everybody starts running.”

The attack occurred in the shadow of the World Trade Centre and in the middle of an education precinct that was filled with students, leaving those at the scene to question if that had been why the area was targeted.

The man was seen running towards a group of children when he got out of the ute.

Local streets were filled with police and media — but despite horrific the attack kids and parents are still walking past in in steady streams wearing Halloween costumes and big smiles on trick-or-treating missions.

Witnesses described a scene of terror, saying the shooter ran over two people before ploughing into a school bus.

“Jesus! A car just ran over 2 people and then crashed into a school bus. I see two dead bodies and citibikes on the floor destroyed,” a Twitter user wrote.

The suspect then got out of his vehicle with two guns, another witness said. Video of the scene shows at least two people lying limp in the street.

Photos show a smashed up Home Depot rental truck, and two mangled Citi Bikes. Counter-terror police were searching the truck for explosives.

Uber driver Chen Yi said he saw a truck plough into people on a popular bike path adjacent to the West Side Highway. He said he then heard seven to eight shots and then police pointing a gun at a man kneeling on the pavement.

“I saw a lot of blood over there. A lot of people on the ground,” Yi said.

His passenger, Dmitry Metlitsky, said he also saw police standing near a man who was on his knees with his hands up, and another man bleeding on the ground nearby. He said the truck had also collided with a small school bus and one other vehicle.

A witness told ABC’s New York station WABC: “Everybody started running ... [the driver] kept going all the way down full speed.”

If the attack had happened much later, the street would have been full of trick-or-treaters, the witness added.

A spokesman for Bill de Blasio said there was “no active threat”.

The FBI Joint Terrorism Task Force joined the NYPD on the scene, according to NBC.

Originally published as Eight dead, 11 injured in New York after truck driver ploughs into crowd","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",{0: 1.0}
"President Donald Trump ordered the Department of Homeland Security to bolster the vetting of immigrants coming into the U.S. after an Uzbek man allegedly drove a truck down a bike path in New York, killing eight and injuring almost a dozen more.

""I have just ordered Homeland Security to step up our already Extreme Vetting Program. Being politically correct is fine, but not for this!,"" the president said in a Twitter post Tuesday night.","[0, 0]",{0: 1.0}
"I have just ordered Homeland Security to step up our already Extreme Vetting Program. Being politically correct is fine, but not for this!— Donald J. Trump (@realDonaldTrump) November 1, 2017",[0],{0: 1.0}
"Afghan National Army (ANA) officers take part in a training exercise at the Kabul Military Training Center (KMTC) in Kabul, Afghanistan October 17, 2017. The U.S.-backed forces have struggled to hold their own against a persistent insurgency by Islamist militant groups, including the Taliban and ISIS.

Afghan National Army (ANA) officers take part in a training exercise at the Kabul Military Training Center (KMTC) in Kabul, Afghanistan October 17, 2017. The U.S.-backed forces have struggled to hold their own against a...

Based on facts, either observed and verified firsthand by the reporter, or reported and verified from knowledgeable sources.

The latest U.S. analysis of Washington's longest-ever military conflict showed insurgents had gained control and influence in more districts in Afghanistan than at any point previously measured by the quarterly report, which, for the first time ever, hid the number of casualties sustained by Afghan troops.

The Special Inspector General for Afghanistan Reconstruction (SIGAR), the Congress-mandated oversight authority of the U.S.'s 16-year military intervention in Afghanistan, released its latest quarterly report Tuesday, showing that the Afghan army continued to lose territory to Islamist militant groups such as the Taliban and Islamic State (ISIS) between July 1 and September 30. The U.S.-backed Afghan government reportedly maintains control or influence over 56.8 percent of the country's 401 districts, while insurgents and jihadis control or exert influence over about 13.3 percent. At least 30 percent of the country is now contested.

Related: U.S. military base attacked by suicide bombing in Afghanistan after soldiers insult Muslims with leaflets

""The Afghan government's district and population control deteriorated to its lowest level since SIGAR began analyzing district-control data in December 2015 and population-control data in September 2016,"" the report read.

The report showed that around 3.7 million of 32.5 million Afghans reside in areas under militant control or influence, a 700,000 person increase in the last six months, and that an additional 8.1 million live in contested areas. It did not disclose, however, how many Afghan troops had been killed or injured during a particularly violent period in the lengthy conflict.

A Navy spokesperson defended the government's decision to redact the figure, which was censored once before during the administration of President Barack Obama in 2015, saying it was done at the request of the Afghan government. SIGAR chief John F. Sopko, however, criticized the U.S. government's lack of transparency over the report he took a leading role in putting together.

""The Afghans know what's going on; the Taliban knows what's going on; the U.S. military knows what's going on,"" Sopko told the The New York Times, suggesting the classified data painted a grim picture for local security forces already plagued by low morale. ""The only people who don't know what's going on are the people paying for it.""

""If they start classifying this stuff now, what are they going to do next month?"" he added. ""It's a slippery slope.""

This year has proven especially deadly for Afghan forces. The last SIGAR report showed that, from January 1 through May 8, 2,531 members of the Afghan army and police force were killed, with an additional 4,238 wounded. Throughout the entirety of 2016, 6,700 members of the Afghan security forces were killed and around 12,000 more injured in what was their deadliest year to date.

In April, Afghan forces suffered the single deadliest attack since the conflict began in 2001 when Taliban militants assaulted an army base, killing at least 140 personnel. The violence continued and the U.N.'s special report on the strategic review of the United Nations Assistance Mission in Afghanistan showed in August that 2017 had so far seen a record number of armed clashes between Afghan security forces and anti-government fighters.

As the report was released Tuesday, ISIS claimed a suicide bombing that struck Kabul, killing five people near the U.S. embassy, according to the Associated Press. ISIS does not hold nearly the level of influence over the war-torn country as the Taliban, and rivals the key Al-Qaeda ally. ISIS, however, has been responsible for most U.S. deaths in Afghanistan, the most recent being a bombing that killed a U.S. soldier and wounded about 20 more U.S. and Afghan troops in August, Reuters reported.

To make matters worse, ""insider attacks"" against U.S. and Afghan forces have more than doubled, according to SIGAR. Instances of Afghan soldiers turning their weapons on their allies, also known as ""green-on-blue attacks,"" rose from 26 in 2016 to 54 between January 1 and August 15 of this year. The vast majority being Afghan troops, potentially secretly recruited by insurgents, turning on their fellow Afghan comrades.

In August, President Donald Trump announced his new strategy for the prolonged war he often criticized his predecessors over before running for office himself. He vowed to renounce nation-building and focusing on ""killing terrorists."" He also declared that the government would cut back on transparency over previously public figures such as troop levels. The Pentagon did reveal later that month a count of about 11,000 U.S. troops in Afghanistan, a number significantly higher than the 8,400 cap established by the Obama administration.

The results of Trump's handling of the war in Afghanistan so far have been controversial. Defense Secretary James Mattis told the Senate Armed Services Committee earlier this month that ""during these recent months, there have been fewer civilian casualties as a result of coalition operations.""

The U.N. Assistance Mission in Afghanistan, however, offered a different view in its assessment published late last month. It found a 52 percent increase in civilian deaths attributed to the U.S.-led coalition, a figure with which the U.S. military ""strongly disagreed,"" according to SIGAR.","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",{0: 1.0}
"Sayfullo Saipov, a 29-year-old man, hit several innocent people with a rental truck on Tuesday afternoon, killing 8 people and injuring at least 11 others.

Saipov was in custody at Bellevue Hospital on Manhattan’s East Side after being shot and arrested by police. Saipov is reportedly an Uzbek citizen who has been in the United States on a green card since 2010. His ID said he was from Tampa, Florida.

Saipov moved to the U.S. from Uzbekistan about five or six years ago, Dilnoza Abdusamatova told the Washington Post. Abdusamatova said Saipov stayed with her family in Cincinnati, Ohio for his first two weeks in the country because their fathers were friends.

An anonymous law enforcement official told The New York Times that Saipov entered the country through JFK International Airport and had obtained a green card.

Saipov headed to Florida to start a trucking business, Abdusamatova said, adding that she believes he got married a year after arriving in the U.S. and may now have two children. Around that same time, she said, he cut off contact with them.

“He stopped talking to us when he got married,” Abdusamatova told the Post.

While living in Fort Meyers, Florida, Saipov met Kobiljon Matkarov, another Uzbek immigrant, who told the Times that Saipov was “a very good person when I knew him,” he said. “He liked the U.S. … all the time he was happy and talking like everything is OK. He did not seem like a terrorist, but I did not know him from the inside.”

While the terror suspect’s history is still being investigated, it appears he was known to federal authorities, three officials told the Times. However, it is still unclear if he was being investigated himself or for being a family member or associate of someone who was.

Saipov eventually moved to Paterson, New Jersey, just about 20 miles from New York City, where he became an Uber driver. An official of the ride-hailing service told the Times that Saipov had passed its background check.

“We have been in contact with the FBI and have offered our assistance,” they said, adding that they are reviewing Saipov’s history with Uber “and at this time, we have not identified any related concerning safety reports.”

Gov. Andrew Cuomo said Saipov driving the vehicle on the bike path was a “lone wolf attack” and that there was no evidence it was part of a wider plot.

Witnesses said the man emerged from the truck and yelled “Allahu Akbar.” When asked about it, Police Commissioner James O’Neill said the suspect made a statement, but didn’t confirm Saipov yelled the phrase, which translates to “God is the greatest” in Arabic.

Police said he had a BB gun and a paint gun with him.

Six of the people were pronounced dead at the scene, and two others were transported to the hospital and later died, officials said.

President Donald Trump tweeted about the attack, calling Saipov “sick and deranged.”","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",{0: 1.0}
"Actress Rose McGowan raises her fist during her opening remarks to the audience at the Women's March / Women's Convention in Detroit, Michigan, on October 27, 2017.

Actress Rose McGowan raises her fist during her opening remarks to the audience at the Women's March / Women's Convention in Detroit, Michigan, on October 27, 2017. Rena Laverty/AFP/Getty Images

An arrest warrant has been filed against actress Rose McGowan, an outspoken critic of the culture of sexual harassment in Hollywood.

The warrant cites McGowan for felony possession of a controlled substance.","[0, 0, 0, 0]",{0: 1.0}
"Actress Rose McGowan raises her fist during her opening remarks to the audience at the Women's March / Women's Convention in Detroit, Michigan, on October 27, 2017.

Actress Rose McGowan raises her fist during her opening remarks to the audience at the Women's March / Women's Convention in Detroit, Michigan, on October 27, 2017. Rena Laverty/AFP/Getty Images

An arrest warrant has been filed against actress Rose McGowan, an outspoken critic of the culture of sexual harassment in Hollywood.

The warrant cites McGowan for felony possession of a controlled substance.","[0, 0, 0, 0]",{0: 1.0}
"“Walk With Me,” a documentary describing the monastic world of Plum Village in southwest France, comes to the Martha’s Vineyard Film Center for one night, Thursday, Nov. 2. In this quiet tribute to Zen Buddhist master Thich Nhát Hanh, viewers can observe his practices and those of his followers.

The Vietnamese monk and peace activist was exiled for his support of nonviolence in the mid-’60s during the Vietnam War. While in the U.S., he met with Martin Luther King Jr. and urged him to denounce the war. A receptive King nominated Nhát Hanh for the 1967 Nobel Peace Prize, although none was awarded that year.

Nhát Hanh subsequently traveled to France, where he helped found Plum Village as a Buddhist monastery run by his Unified Buddhist Church. He has also started monasteries and dharma centers in California, Vermont, Mississippi, and New York. He is responsible for introducing the practice of mindfulness, the mental state of awareness of the present, in the U.S.

“Walk With Me” does not include much biographical information about Nhát Hanh; instead it immerses the viewer in the daily lives of the monks and nuns who live at Plum Village, and the retreats held for laypersons. Actor Benedict Cumberbatch narrates excerpts from Nhát Hanh’s journal, “Fragrant Palm Leaves.”

Filming over three years, co-directors Max Pugh and Marc J. Francis interweave images of sunrises and flowers, wildlife and insects, with shots of the village’s monks walking through leafless trees in winter and later in warm weather. The directors rely extensively on close-ups of the faces of monks, nuns, and those on retreats.

Many shots of meal preparation and eating illustrate an important part of the monastery’s daily activities. The camera follows as monks and nuns have their heads shaved, a representation of religious devotion. Bells initiate the ritual of stopping all activities and briefly remaining silent. “It’s all about coming back to the present, because we often find ourselves on autopilot,” viewers are told.

“Suffering is the compost, the food of awakening,” Cumberbatch narrates. “Flowers are the symbol of enlightenment. You have to have suffering to be awakened.” One nun explains that the first precept of monastery practice is that you cannot have sexual intercourse. Another precept is the vow to have no personal possessions.

The directors flesh out the lives of the monastery inhabitants with photos of their families and occasional visits to relatives, as well as trips outside the monastery to cities. One nun confesses to feeling bored occasionally by the simple, pared-down life she leads at the monastery.

Now 91, Nhát Hanh leads his disciples on walks and appears in front of admiring audiences. He suffered a stroke in 2014 and does not speak, except in earlier, pre-stroke scenes. In one such scene, a little girl explains that her dog died and she doesn’t know how not to be sad. Nhát Hanh describes a cloud that disappears and advises her it is still alive, only in a new form.

“Walk With Me” is an illustration of a way of life more than a narrative. It evokes a world unlike almost any other, and it is one we all can learn from.

Information and tickets for this and other Film Center and Capawock Theater screenings are available at mvfilmsociety.com.","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",{0: 1.0}
