x,y,sbert_text,GlobalEventID,cluster
-15.203715,-23.757719,Helicopters transported passengers from bus,298148817,0
-18.463753,-6.5083346,Her Facebook page was filled with pictures,298121840,0
-28.109472,-7.6048775,Her body has has found,298231070,-1
-25.793709,6.774467,Her son received at_time 125 years,298231070,0
30.844067,17.39864,Hikers approach terminus of Athabasca Glacier,298224407,5
-19.483286,1.5430241,Hubbart raping about 40 women,298182819,0
-17.184221,3.0584102,Hubbart 's prison term ended in 1996,298182819,0
-10.801564,-16.427723,I was in in two bodies,298243604,0
36.41107,-6.911821,Individual dust storms says kind tends,298224590,-1
15.400755,-17.976652,Intercept has upset activists by fifth country,298231728,0
14.858928,-18.018278,Intercept rages is with on stories,298231728,0
2.47963,-10.094946,Internet sweepstakes are thinly veiled gambling operations According bill ’s language,298225211,0
1.4305955,-6.918618,Internet time is on purchased,298225211,0
-28.297272,15.086772,Investigators were reviewing Coronado 's medical records,298143273,0
8.127042,9.641795,Israeli authorities said at_time Monday,298142325,0
10.118384,8.504382,Israeli settlement is in West Bank,298142325,0
-14.226071,6.2338357,It would also transfer case for supervision,298182819,0
-5.072342,-19.563604,Jacob Applebaum berated team In Twitter back forth,298231728,0
-8.282496,-20.33896,Jerry Rosenbaum owner of bus company,298172865,0
0.82399577,9.409413,KNX 1070 station in Los Angeles,298250022,0
-0.13051337,10.497275,Kasinga told news radio station in Los Angeles,298250022,0
-16.397116,-2.5303946,Kazdin has killing,298231154,0
-30.777697,1.827263,Kenneth murdering man on his mother 's orders,298231154,0
-30.277588,4.601178,Kenneth Kimes also was sentenced to life in prison,298231070,0
-9.64264,1.1645417,Kent Walker said in his book,298231154,0
-31.33402,9.014118,Kimes was born Sandra Louise Walker according court records,298231154,0
-33.829876,17.094866,Kimeses steal Silverman,298231154,-1
-1.5782299,-29.466234,Korean smartphone maker infringed two Apple patents,298184504,0
-10.600801,11.465729,L.A. County Sheriff with Department,298142325,0
36.21712,7.250674,La Niña has dominated since then,298224407,4
39.384644,6.2005625,La Niña events involve cooler Pacific Ocean temperatures,298224407,4
-16.559479,11.468685,Linda Foglia spokeswoman for state Department of Corrections,298231070,0
-6.643668,20.119467,Long Beach Peters of San Diego,298238829,0
-10.936609,13.814068,Los Angeles County Sheriff has Lt. Dave Coleman,298143273,0
-11.172548,15.018521,Los Angeles County Sheriff 's Lt. Dave Coleman were said at_time 2 years,298143273,0
-11.090633,14.977473,Los Angeles County Sheriff ’s Lt. Dave Coleman were said at_time 2 years,298250095,0
-6.827869,9.434603,Los Angeles County district attorney also urged judge,298182819,0
-9.8689785,12.510347,Los Angeles County sheriff has deputies,298121840,0
-9.11258,13.235048,Los Angeles County sheriff 's deputies were called after shortly 5 pm,298121840,0
-15.615051,-21.785301,Los Angeles Limousine Express bus killing onboard four,298172865,0
-9.33484,11.651881,Los Angeles Sheriff has Department,298235730,0
-8.707779,10.88772,Los Angeles Sheriff 's Department said in press release,298235730,0
-6.576505,12.369265,Los Angeles district attorney of office,298182819,0
5.0159106,15.7527075,Luxembourg is known for its low tax regime especially for services,298164947,0
10.871831,-21.890146,MYSTIC was monitoring en masse,298231728,0
-6.061828,-14.42336,Madrid was quoted as saying,298235730,0
-1.6593859,-1.7028141,Maharaj noted During raid,298225211,0
-38.68577,12.669039,Manhattan widow was portrayed by Mary Tyler Moore,298231154,-1
-8.445333,2.8519752,McSweeney told reporters outside court,298182819,0
-15.908334,11.352068,Michelle Gregory Department of Justice,298225211,0
-27.796362,6.3209467,Miller met girl According court records,298110967,0
-4.397107,-1.0734596,Milpitas police executed search warrant along law enforcement personnel,298225211,0
-11.173057,21.036703,Misty Vivirito moved from San Diego Marine Corps base to home,298182819,0
-25.619717,-4.6516657,Mother is found naked,298121840,0
-25.66615,-4.654239,Mother 30 is found naked,298121840,0
-33.11121,11.295099,Ms. Kimes was found unresponsive at Bedford Hills Correctional Facility in Westchester County,298231070,-1
-22.91114,-9.325042,Multiple knives were taken from scene,298143273,0
5.2451115,-22.178385,NSA uses up phone calls of nation,298231728,3
-5.1033864,-12.37124,Napolitano left as secretary,298195779,0
40.33261,8.232903,Natural variability may explain trend towards central Pacific events,298224407,13
-6.68673,-14.479648,Neighbor Ashley Madrid told Daily Breeze,298121840,0
-5.845497,-5.3570733,Net Connection was open Upon police arrival,298225211,0
3.5517902,14.866863,Netflix reportedly plans operations next Based Based California,298164947,0
-35.505245,16.099806,New York cell None were convicted in connection with disappearance of widow Irene Silverman,298231154,-1
-21.178888,19.82909,search for missing,298142325,0
19.01362,-5.5640492,None A is meeting its end,298142325,0
10.799454,8.14169,None A its end bask of crocodiles brought settlement West Bank,298142325,0
-22.004297,-12.58681,None Two people were stabbed inside mall,298142325,0
15.6517315,20.705938,None Woman fights after stunning animal attack outside home,298142325,7
-22.008425,-12.6055975,None people were stabbed inside mall,298142325,0
9.867512,-9.007028,Obama administration pushes Congress,298226379,0
-4.7783546,14.365677,Officer Jason Girard spokesman for California Highway Patrol,298120499,0
4.3494067,-0.28224993,One eastbound lane reopened by about 3:30 p.m.,298120499,0
-0.9288458,21.477823,Other California Democrats included Reps. Lois Capps of Santa Barbara,298238829,0
13.33606,-32.195225,Other features include 32 bit channel 933 MHz LPDDR3e RAM,298184504,6
12.594073,-31.772175,Other reported features include 32 bit channel 933 MHz LPDDR3e RAM,298184504,6
41.545208,6.000087,Pacific Ocean temperatures events lower air pressure,298224407,-1
-5.015782,-6.620145,Patrol officers numerous arrests of patrons from Net Connection,298225211,0
-3.7177737,11.196928,Paul Cooke director of state Division,298226379,0
1.2601931,-14.928604,PayPal blocked money transfers to Wikileaks,298231728,0
0.6248826,-13.941708,PayPal 14 have have stuck with bill of,298231728,0
-17.475403,-14.29633,Perez suffered bruises after back slamming into window,298243604,0
30.030231,17.298885,Petermann Glacier is in Greenland,298224407,5
16.77943,12.208374,Picture taken at_time November 12 2012,298224407,0
-7.7140903,16.928896,Police issued community alert woman said,298146417,0
15.154706,25.220236,Postal Service released numbers as part,298102461,7
16.0943,-22.957233,Prime Minister Xavier Bettel said on Tuesday,298164947,0
-14.638904,8.042564,Prosecution would would handled by county DA,298225211,0
6.8817286,-30.668064,REUTERS will offer pixel density According report,298184504,-1
-4.7129316,2.5503592,Release terms would require him,298182819,0
-7.412951,25.056608,Residents walk past damaged houses in in Breezy Point,298224407,0
3.0145552,-26.328564,Reuters is silhouetted against video screen with Apple logos,298184504,0
47.413425,4.0636716,Rising carbon dioxide levels could accelerate coral bleaching,298224407,8
45.710724,3.674294,Rising carbon dioxide levels bleaching combined with sea temperatures,298224407,8
46.49533,4.5044336,Rising carbon dioxide levels coral bleaching combined with sea temperatures,298224407,8
-10.246255,27.067589,Rodanthe is in Outer Banks of North Carolina,298224407,0
-6.975598,-19.566214,Rosenbaum said in statement,298172865,0
-37.1404,-1.7874701,Ruiz ’s son is 15 year old Jesus Renteria,298250095,-1
-0.5400575,-34.614773,Samsung also reportedly included 8MP primary camera,298184504,1
-1.3267689,-32.928116,Samsung Electronics Co Ltd pay $ 119.6 million,298184504,1
0.6786148,-31.931711,Samsung S4 smartphone is in central Bosnian town of Zenica,298184504,-1
-20.187004,10.760979,Santa Ana announced arrest of Isidro Garcia,298217172,0
7.3455963,9.965967,Santa Ana Police Department said at_time today,298217190,0
0.5538538,20.356611,Santa Barbara of Capps is Mike Honda,298238829,0
-5.6130233,5.7602797,Santa Clara County Superior Court Judge Gilbert Brown change his mind,298182819,0
-33.348854,7.034159,Santa Kimes denied involvement,298231154,-1
-30.83457,5.6478434,Sante Kimes was sentenced to 120 years in prison,298231070,0
-30.23039,7.724639,Sante Kimes ' criminal past also included 1986 conviction for illegally transporting girls,298231154,0
-31.203302,6.993941,Sante Kimes ' past also included 1986 conviction for girls,298231154,0
-30.112808,7.0331106,Sante Kimes ’s criminal past also included 1986 conviction for transporting Mexican girls,298231070,0
-30.951931,7.565712,Sante Kimes ’s past also included 1986 conviction for transporting girls,298231070,0
37.953274,10.365344,Sea level rise is swamping coasts,298224407,-1
-4.649366,-7.877885,Seven patrons were arrested for charges unrelated,298225211,0
-13.677826,-12.888803,Several people were injured some,298120499,0
-28.060743,4.5700526,She was later sentenced to life,298231154,0
-10.75524,9.684558,Sheriff has Department,298121840,0
-9.470599,9.61245,Sheriff ’s Department said in statement,298144070,0
-34.81939,17.989609,Silverman ’s $ 7 million Manhattan town house,298231070,-1
5.684857,-18.765154,Snowden avoided New York Times for their shelving of warrantless wiretapping story at behest,298231728,0
5.9553094,-19.205738,Snowden ’s leaks are having on world,298231728,0
-1.3437502,-29.596725,South Korean smartphone maker infringed two Apple patents,298184504,0
-1.348082,16.11456,Southern California ’s KTLA,298144070,0
16.194328,25.002825,Summit City ranks according United States Postal Service,298102461,7
7.2809196,-32.03715,Super AMOLED offering up 288ppi for pixel density,298184504,-1
12.04875,-38.673813,T701 700 varieties are smaller on other hand,298184504,-1
12.043305,-38.63898,T701 varieties are smaller on hand,298184504,-1
3.2583377,-32.80024,T801 800 10.5 inch tablets may may released,298184504,-1
2.8004043,-32.902847,T801 800 inch tablets may may released as Galaxy Tab S line,298184504,-1
34.88253,-5.4965944,TUCSON always increase dust in air,298224590,-1
-0.043548178,12.837594,Terri Kasinga spokeswoman for Caltrans,298120499,0
-24.350819,12.50516,They arrested Carol Coronado on suspicion,298144070,0
-13.733573,-24.208712,Thirty two people were on bus,298243604,0
-25.867464,-10.627167,Three little girls were stabbed according multiple reports,298235730,0
-9.316976,21.82325,Torrance is in Los Angeles County,298121840,0
3.706864,-30.70259,TradingView Widgets powered from Meta Inc.,298142245,-1
4.8697186,5.2640514,Traffic is in area,298120499,0
-27.866089,-0.0034567015,Turn left onto Agnes Wilson,298120499,0
21.727797,13.949378,U.S. Forest Service adding ahead four aircraft,298226379,0
4.171002,15.219401,US video streaming service Netflix is moving from Luxembourg,298164947,0
16.424328,22.35659,USPS released 2013 report of cities with most dog attacks on Wednesday,298102461,7
6.9076176,26.530039,University also lists African Americans,298224590,0
-15.816132,-14.213622,Unknown injuries were reported in crashes,298148817,0
2.3602307,19.563072,Utah at famed Bonneville Salt Flats,298142325,0
29.104715,-1.5116165,Valley Fever minority of them,298224590,2
10.974473,12.971747,Vilsack made announcement in Colorado,298226379,0
-5.598218,5.729488,Vivirito tearfully urged Santa Clara County Superior Court Judge Gilbert Brown at_time Wednesday,298182819,0
6.838858,-13.133637,WWMT TV Newschannel provides notices of events,298231103,0
6.718473,-13.327116,WWMT TV Newschannel 3 provides notices,298231103,0
6.3592587,-14.568931,WWMT TV Portions are Copyright,298231103,0
-21.334494,-4.9457746,Waxman accused skeptics,298238829,0
15.80492,-0.96086854,We undisclosed amount of cash,298225211,0
-17.648193,-6.3961315,Webb posted photos Before leaving,298110967,0
-15.842701,2.7037811,Wednesday oppose Hubbart 's release to their community,298182819,0
4.924116,7.248523,Wednesday afternoon is in area,298148817,0
2.0764682,-16.660667,Wikileaks has has angered,298231728,0
-7.996459,2.9838893,William McSweeney attended hearing at_time Wednesday,298182819,0
-2.736952,-17.05281,You can read the,298231728,0
-12.366063,-22.121964,accident caused tour bus according reports,298250022,0
-12.776219,-21.60608,accident tour bus involving tractor trailer rig,298250022,0
12.861486,12.8177185,agriculture secretary also announced prevention measures During his stop,298226379,0
-17.362074,4.5418086,all urban areas is in state.Hubbart 's most recent crimes,298182819,0
-10.583898,-5.275785,altercation escalated at_time Sunday,298142325,0
4.0908375,6.7137346,area has residents,298142325,0
15.573693,7.5190578,atomic bomb were brought just south by military boats,298142325,0
-26.059078,3.3900151,authorities euthanize aging reptiles after years,298142325,0
-33.248486,-10.460352,background picture is composite of her two girls,298121840,17
14.024969,3.0623653,big rig apparently jackknifed onto median,298250022,0
27.77557,-0.71235967,big spikes is in Valley Fever,298224590,2
4.870309,-9.137372,bill According language,298225211,0
16.02661,7.0537395,bomb were brought just south by military boats,298142325,0
26.156588,-22.347963,bowl cut hairstyle,298146417,-1
5.6725755,20.444635,bus was traveling west through desert area near state border with Arizona,298227092,0
-10.856595,-23.041092,bus driver appear do,298243604,0
3.9631875,5.9969683,businesses is in area,298225211,0
-6.7186832,13.818899,businessman is in Los Angeles,298231070,0
45.021698,2.278445,carbon dioxide emissions contributing to warming of planet,298238829,-1
47.527225,4.8161893,carbon dioxide levels could accelerate coral bleaching,298224407,8
45.27315,4.2081923,carbon dioxide levels bleaching combined with rising sea temperatures,298224407,8
46.371696,5.2268586,carbon dioxide levels coral bleaching combined with rising sea temperatures,298224407,8
-7.5538797,-3.2529294,carrier close door,298102461,0
-14.674075,-0.5005803,case Evidence in their car,298231154,0
9.620499,-5.5803404,charity drive is part of new campaign started by various activists,298231728,0
-26.650377,-14.892535,children were pronounced dead,298121840,0
-28.336565,-2.53675,children ’s father were at home at time of arrest,298144070,0
16.260654,21.819525,cities is with most dog attacks on Wednesday,298102461,7
11.047019,-6.9552865,citizens take law into their own hands,298182819,0
-3.8941727,26.802341,city in Logan Square neighborhood,298146417,0
35.626617,0.63667643,climate threat to national security,298238829,9
37.14151,1.270938,climate change taking place,298238829,9
-0.5442268,-2.1974473,closure followed week ’s joint raid,298225211,0
34.517742,6.026672,coast can suffer drought during La Niña,298224407,-1
-21.471685,5.0413117,codename was Warhol,298184504,0
10.68321,-21.743908,communications are are surveilled en masse,298231728,0
-7.975654,16.93584,community alert Police on Tuesday,298146417,0
1.0738539,0.97743785,commuters can expect delays With delays,298148817,0
-17.820875,-19.27849,condolences unfortunately go out to to trucker,298172865,0
-35.242046,16.366503,connection is with disappearance of Irene Silverman,298231070,-1
-6.952524,12.017952,contracted members of Los Angeles district attorney 's office,298182819,0
41.46312,5.772381,cooler Pacific Ocean temperatures events lower air pressure,298224407,-1
18.884869,-17.758587,country is for matter,298231728,0
-11.71557,10.313085,county has sheriff,298182819,0
-7.7027574,8.59553,county 's sheriff also urged judge,298182819,0
-4.0668254,7.9308596,court hearing is in San Jose,298182819,0
6.498631,0.62998736,crash caused lane closures in directions of interstate,298148817,0
9.873812,-6.9597845,crowd push lawmakers,298238829,0
0.3771288,5.269065,curtain remained at_time week,298225211,0
19.901674,1.9745688,danger is also high in Texas Panhandle,298226379,0
27.30297,-22.059942,dark olive complexion cut hairstyle,298146417,-1
-28.501001,-4.006756,daughters ' None Police,298121840,0
9.824293,-17.506475,decision has led to very interesting conversation about responsibility of journalists,298231728,0
-10.361038,5.8427033,decision.William McSweeney chief 's sheriff department,298182819,0
0.8373018,1.5573912,delays commuters slow,298148817,0
-14.68083,14.621649,deputies visit home,298143273,0
25.182594,6.335638,destructive fires are devouring increasing amount,298226379,0
25.879559,7.2455053,destructive fires amount powered in areas,298226379,0
25.421032,7.2318316,destructive fires increasing amount powered in areas,298226379,0
-12.789386,1.715048,detectives found scene Inside home,298121840,0
14.35138,-3.9181302,detours were in effect,298120499,0
6.789411,-31.280722,device will offer pixel density According report by Talk Android,298184504,-1
-21.165356,17.654833,discovery came year after escape of three missing women,298140977,0
22.673264,8.090499,discussing ways revamp nation ’s firefighting budget,298226379,0
27.822512,-5.6354566,disease can spread to parts,298224590,0
27.505836,-6.222255,diseases turn trees into tinder,298226379,0
19.840508,-10.612909,dozen others were taken for evaluation,298227092,0
32.294674,5.898545,drought west coast of South America,298224407,-1
29.987196,8.6520195,droughts Boxer fires,298238829,-1
32.49396,2.9266362,dry winters is in northern United States,298224407,-1
-6.9684067,7.936738,each also urged judge,298182819,0
4.368254,-0.23151295,eastbound lane reopened by about 3:30 p.m.,298120499,0
-25.034466,4.54525,eight years is in prison,298110967,0
-7.8755374,-2.5444007,emergency exit is in roof,298243604,0
23.144636,5.961273,enough money fight destructive wildfires,298226379,0
11.4432335,-0.6251815,everything avoid pipes on stretch,298243604,0
36.940205,1.0625402,experts wonder As climate changes,298224590,9
18.97249,7.1532774,exploding targets is in northern Idaho,298226379,0
-15.843923,8.10482,family would would deported,298140977,0
12.972341,-32.852505,features include 32 bit channel 933 MHz LPDDR3e RAM,298184504,6
-24.463127,-18.54478,feet was thin,298146417,0
18.792889,-17.740177,fifth country is for matter,298231728,0
24.35102,8.908376,fires are devouring increasing amount of Forest Service ’s budget,298226379,0
26.481045,8.75,fires amount powered by climate change,298226379,0
25.53267,8.482737,fires increasing amount powered in rural areas,298226379,0
16.98601,8.624321,first atomic bomb detonated on Aug. 6,298142325,0
16.31198,7.5547023,first bomb were brought just south by military boats,298142325,0
-12.571882,17.286457,first time is in over three years,298224407,0
38.64647,2.6332781,five distinct slowdowns is in global surface warming,298224407,9
17.35431,15.688375,flag warnings were posted for Colorado Springs,298226379,0
37.96013,11.486444,fleet hit low at_time year,298226379,-1
14.348763,-3.8677058,following detours were in effect,298120499,0
17.094072,-0.43821305,for separate funds is in federal budget,298226379,0
11.434662,-11.982981,former U.S. secretary says is straw man designed,298195779,0
20.350065,-10.632436,four inuring at least 21 others,298250022,0
8.275098,-37.046803,four Cortex A7 cores clocked at 1.3 GHz,298184504,-1
-14.566885,-20.664076,four other vehicles crashed Besides bus,298148817,0
4.337031,2.5349646,freeway was expected remain into Wednesday afternoon,298243604,0
31.980165,-8.598022,fungus can go airborne,298224590,0
-0.33718458,-9.559338,gambling cafés Often will re-open in new location,298225211,0
-35.318405,-15.604525,girls ' bodies neatly arranged on bed,298143273,10
-34.30032,-15.5363865,girls ' covered bodies neatly arranged on bed,298143273,10
-29.508724,-3.0410745,girls ' father was working across street,298235730,0
-35.648537,-17.35347,girls ' small bodies neatly arranged on bed,298143273,10
-34.696194,-16.697098,girls ' small covered bodies neatly arranged on bed,298143273,10
-35.874054,-16.35507,girls bodies neatly arranged on bed,298250095,10
-33.712086,-16.255413,girls covered bodies neatly arranged on bed,298250095,10
-34.8329,-17.890896,girls small bodies neatly arranged on bed,298250095,10
-33.92325,-17.365255,girls small covered bodies neatly arranged on bed,298250095,10
-27.596195,-13.883507,grandchildren has bodies,298235730,0
-24.53964,-8.208,grandmother threw including knife,298143273,0
-38.95234,6.3411183,grifter died on Monday night,298231154,-1
-36.611713,6.761181,grifter died was ambassador Sante Kimes,298231154,-1
13.71687,-13.562945,group has condemned Firstlook for for Washington Post,298231728,0
-11.840409,-1.4139422,guns search fright masks,298231154,0
-21.410662,3.6148076,he was deemed recently sexually violent predator,298182819,0
-24.618399,-16.161652,he screamed were dead,298143273,0
-21.485891,10.562245,her abductor Isidro Garcia,298140977,0
-28.109222,-7.604507,her body has has found,298231154,-1
-29.690832,-8.161893,her comments are her personal opinion,298195779,17
-27.655815,1.4792548,her family looking for her,298140977,0
-9.516817,22.249105,her home is in Torrance,298121840,0
-27.430513,11.824717,her service is in military,298143273,0
-26.041334,-0.634203,her sister managed to escape,298217172,0
-30.419327,-5.346208,herself Vivirito four daughters,298182819,-1
36.00174,-5.421172,high winds always increase dust in air,298224590,-1
-40.365475,-2.8150375,him do job with help of man portrayed in TV movie,298231154,-1
-10.475546,3.796404,his McSweeney chief of detectives,298182819,0
-10.343263,3.5302577,his decision.William McSweeney chief of detectives,298182819,0
-15.537304,-6.3265038,his files are in now hands,298231728,0
-14.325322,-6.4143934,his mind rescind his order,298182819,0
-31.252645,0.073718086,his mother is in law,298121840,0
-31.451345,-0.23635302,his mother 's orders is in Bahamas,298231154,0
-15.940533,2.1797643,his offer rent to Hubbart,298182819,0
7.8844438,12.863209,his stop is in Denver,298226379,0
-5.957758,23.131243,home is in US state of Ohio,298140977,0
30.541744,0.5409147,hotter summers have on Valley Fever,298224590,2
-6.8653407,22.584702,house is in Lake Los Angeles,298182819,0
28.437237,17.054323,iceberg collected on July 19 2012,298224407,5
7.4566298,-26.211866,identity has has released,298140977,3
-0.3947091,-9.65644,illegal gambling cafés Often will re-open in location threatening,298225211,0
-33.455658,-5.071413,image shows Coronado 's two daughters,298121840,-1
-1.6346214,-23.294783,images taken it believes,298235730,0
-6.763467,27.13667,in Breezy Point neighborhood in Queens borough of New York,298224407,0
-8.109115,-9.655703,incident spread on social media,298146417,0
14.09208,-8.525445,information could cause uprising correct in his appraisal,298231728,0
-1.4245477,32.756355,initial landlord succumbed to pressure,298182819,11
-15.905453,-14.272912,injuries were reported in crashes,298148817,0
-33.569202,8.09192,insurance fraud Kimes arson,298231154,-1
11.335582,4.6279697,investigation indicated eastbound big rig,298243604,0
13.329766,-18.085485,it has further revealed impact in hands of people like Glenn,298231728,0
-2.4059074,-5.3647304,items are booked by local agency,298225211,0
23.955162,12.008882,its usual start is in mid-May,298226379,0
-9.760963,7.3175516,judge rescind sheriff department 's chief,298182819,0
-21.07699,10.548369,kidnapping for abductor is Isidro Garcia,298140977,0
-25.628134,-8.75371,knife is with bodies of her three tiny daughters,298121840,0
-22.933691,-9.299779,knives were taken from scene,298143273,0
-1.4366839,32.738754,landlord succumbed to public pressure,298182819,11
6.9317255,1.9239755,lanes is in directions on Interstate 10,298148817,0
